Address	Segments	Content Type	Status Code	Status	Indexability	Indexability Status	Title 1	Title 1 Length	Title 1 Pixel Width	Meta Description 1	Meta Description 1 Length	Meta Description 1 Pixel Width	Meta Keywords 1	Meta Keywords 1 Length	H1-1	H1-1 Length	H1-2	H1-2 Length	H2-1	H2-1 Length	H2-2	H2-2 Length	Meta Robots 1	X-Robots-Tag 1	Meta Refresh 1	Canonical Link Element 1	"rel=""next"" 1"	"rel=""prev"" 1"	"HTTP rel=""next"" 1"	"HTTP rel=""prev"" 1"	amphtml Link Element	Size (bytes)	Transferred (bytes)	Total Transferred (bytes)	CO2 (mg)	Carbon Rating	Word Count	Sentence Count	Average Words Per Sentence	Flesch Reading Ease Score	Readability	Text Ratio	Crawl Depth	Folder Depth	Link Score	Inlinks	Unique Inlinks	Unique JS Inlinks	% of Total	Outlinks	Unique Outlinks	Unique JS Outlinks	External Outlinks	Unique External Outlinks	Unique External JS Outlinks	Closest Near Duplicate Match	No. Near Duplicates	Spelling Errors	Grammar Errors	Hash	Response Time	Last Modified	Redirect URL	Redirect Type	Cookies	Language	HTTP Version	Response Header: accept-ranges	Response Header: content-encoding	Response Header: content-length	Response Header: date	Response Header: etag	Response Header: server	Response Header: strict-transport-security	Response Header: vary	Response Header: x-content-type-options	Response Header: x-powered-by	Response Header: cache-control	Response Header: expires	Clicks	Impressions	CTR	Position	Mobile Alternate Link	Closest Semantically Similar Address	Semantic Similarity Score	No. Semantically Similar	Semantic Relevance Score	URL Encoded Address	Crawl Timestamp
https://www.aleexandriadentalhealth.com/cosmetic-restorative/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.197						2.0		br		"Fri, 27 Jun 2025 16:18:35 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/cosmetic-restorative/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	2025-06-27 11:18:35
https://www.aleexandriadentalhealth.com/full-mouth-reconstruction/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.ttf	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.064						2.0		br		"Fri, 27 Jun 2025 16:18:09 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/full-mouth-reconstruction/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.ttf	2025-06-27 11:18:10
https://www.aleexandriadentalhealth.com/restorative/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.146						2.0		br		"Fri, 27 Jun 2025 16:18:04 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/restorative/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	2025-06-27 11:18:04
https://www.aleexandriadentalhealth.com/https://fonts.gstatic.com/s/raleway/v34/1Ptug8zYS_SKggPNyC0ITw.woff2	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	5		0	0	0	0	0	0	0	0	0	0						0.431						2.0		br		"Fri, 27 Jun 2025 16:17:38 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/https://fonts.gstatic.com/s/raleway/v34/1Ptug8zYS_SKggPNyC0ITw.woff2	2025-06-27 11:17:38
https://www.aleexandriadentalhealth.com/		text/html	200		Non-Indexable	Canonicalised	Schedule Appointment Today | Dentist Alexandria VA	50	472	"Alexandria Dentist, 22314 | Alexandria Dental Health & Smile Studio provides expert dental care in Alexandria VA."	113	690		0	More options	12	Player error	12		0		0	"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"			https://www.healyslaw.net/index.html						24926	25218	2400198	935.3163572	F	1922	380	5.057894737	70.57563851	Fairly Easy	7.026454926	0	0		14	3	0	1.48	169	80	0	19	13	0					5cd56741776430152a30110b8c41f125	0.266	"Fri, 27 Jun 2025 10:45:40 GMT"				en-US	2.0	bytes	gzip	24926	"Fri, 27 Jun 2025 16:17:25 GMT"	"""25783-6388b610b3d00-gzip"""	nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff	PleskLin												https://www.healyslaw.net/	2025-06-27 11:17:25
https://www.aleexandriadentalhealth.com/wp-content/uploads/2025/02/Dentist-Alexandria-VA-Mojgan-Mazhari-HP-Phone-Graphics-v2-768x781.webp	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	264	264	0.102876312	A+	0					0	1	4		0	0	0	0	0	0	0	0	0	0						0.196						2.0		br		"Fri, 27 Jun 2025 16:17:32 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/wp-content/uploads/2025/02/Dentist-Alexandria-VA-Mojgan-Mazhari-HP-Phone-Graphics-v2-768x781.webp	2025-06-27 11:17:32
https://www.aleexandriadentalhealth.com/concerns/index.html		text/html	200		Non-Indexable	noindex	Dental Conditions Alexandria VA	31	289	"Dental concerns can range from the simple to the complex, all of which should be treated promptly to avoid permanent or further damage."	135	848		0	Dental Conditions in Alexandria VA	34		0	Common Dental Concerns in Alexandria VA	39		0	"noindex, nofollow"									198953	44441	212551	82.82751133	A+	996	248	4.016129032	79.51103867	Fairly Easy	2.901766539	1	1		392	195	0	96.06	171	80	0	0	0	0					c815337509df550a55941697c82ea4c1	0.1	"Fri, 27 Jun 2025 10:45:40 GMT"				en-US	2.0		gzip		"Fri, 27 Jun 2025 16:17:58 GMT"	"W/""685e7654-30929"""	nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff	PleskLin	max-age=31536000	"Sat, 27 Jun 2026 16:17:58 GMT"										https://www.healyslaw.net/concerns/index.html	2025-06-27 11:17:58
https://www.aleexandriadentalhealth.com/teeth-grinding/index.html		text/html	200		Non-Indexable	noindex	Teeth Grinding Alexandria VA	28	263	Many patients do not realize they are grinding their teeth (or clenching their jaw) until they come in for a visit with Dr. Mojgan Mazhari.	139	822		0	Teeth Grinding in Alexandria VA	31		0	Treatment Options in Alexandria VA	34		0	"noindex, nofollow"									198161	44400	179401	69.90951988	A+	993	249	3.987951807	76.86698722	Fairly Easy	2.9561131	1	1		402	195	0	96.06	162	78	0	1	1	0					91bc42f47fae473bae6aae47e8a2471	0.098	"Fri, 27 Jun 2025 10:45:40 GMT"				en-US	2.0		gzip		"Fri, 27 Jun 2025 16:18:50 GMT"	"W/""685e7654-30611"""	nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff	PleskLin	max-age=31536000	"Sat, 27 Jun 2026 16:18:50 GMT"										https://www.healyslaw.net/teeth-grinding/index.html	2025-06-27 11:18:50
https://www.aleexandriadentalhealth.com/dental-implants/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.07						2.0		br		"Fri, 27 Jun 2025 16:19:00 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/dental-implants/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	2025-06-27 11:19:00
https://www.aleexandriadentalhealth.com/dental-implants/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.162						2.0		br		"Fri, 27 Jun 2025 16:19:00 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/dental-implants/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	2025-06-27 11:19:00
https://www.aleexandriadentalhealth.com/invisalign/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.245						2.0		br		"Fri, 27 Jun 2025 16:19:08 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/invisalign/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	2025-06-27 11:19:08
https://www.aleexandriadentalhealth.com/special.html		text/html	200		Non-Indexable	Canonicalised	Specials - Alexandria Dental Health & Smile Studio	50	448	Take advantage of our special offers for the best dental care in Alexandria VA at Alexandria Dental Health & Smile Studio today.	128	782		0	SPECIAL OFFERS	14		0		0		0	"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1"			https://www.healyslaw.net/special/index.html						223637	41794	1643511	640.448297	D	805	216	3.726851852	79.14740065	Fairly Easy	2.079851866	1	0		15	3	0	1.48	162	79	0	1	1	0					cb58e65ed8379d6971f6f79c0637326e	0.096	"Fri, 27 Jun 2025 10:45:40 GMT"				en-US	2.0		gzip		"Fri, 27 Jun 2025 16:19:13 GMT"	"W/""685e7654-36995"""	nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff	PleskLin	max-age=31536000	"Sat, 27 Jun 2026 16:19:13 GMT"										https://www.healyslaw.net/special.html	2025-06-27 11:19:13
https://www.aleexandriadentalhealth.com/invisalign/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.056						2.0		br		"Fri, 27 Jun 2025 16:19:08 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/invisalign/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	2025-06-27 11:19:08
https://www.aleexandriadentalhealth.com/veneers/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.167						2.0		br		"Fri, 27 Jun 2025 16:19:26 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/veneers/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff2	2025-06-27 11:19:26
https://www.aleexandriadentalhealth.com/veneers/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	Title - Empty	text/html; charset=iso-8859-1	404	Aborted	Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										0	0	0	0	A+	0					0	2	8		0	0	0	0	0	0	0	0	0	0						0.178						2.0		br		"Fri, 27 Jun 2025 16:19:26 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/veneers/wp-content/plugins/bb-plugin/fonts/fontawesome/5.15.4/webfonts/fa-solid-900.woff	2025-06-27 11:19:26
https://www.aleexandriadentalhealth.com/crooked-teeth/smile-gallery/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.053						2.0		gzip		"Fri, 27 Jun 2025 16:19:38 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/smile-gallery/	2025-06-27 11:19:38
https://www.aleexandriadentalhealth.com/crooked-teeth/dental-fillings/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.056						2.0		gzip		"Fri, 27 Jun 2025 16:19:39 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/dental-fillings/	2025-06-27 11:19:39
https://www.aleexandriadentalhealth.com/crooked-teeth/removable-dental-appliances/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.079						2.0		gzip		"Fri, 27 Jun 2025 16:19:40 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/removable-dental-appliances/	2025-06-27 11:19:40
https://www.aleexandriadentalhealth.com/crooked-teeth/dental-insurance-accepted/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.16						2.0		gzip		"Fri, 27 Jun 2025 16:19:41 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/dental-insurance-accepted/	2025-06-27 11:19:42
https://www.aleexandriadentalhealth.com/crooked-teeth/testimonials/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.102						2.0		gzip		"Fri, 27 Jun 2025 16:19:42 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/testimonials/	2025-06-27 11:19:42
https://www.aleexandriadentalhealth.com/crooked-teeth/emergency-dentistry/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.129						2.0		gzip		"Fri, 27 Jun 2025 16:19:43 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/emergency-dentistry/	2025-06-27 11:19:43
https://www.aleexandriadentalhealth.com/crooked-teeth/lumineers/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.073						2.0		gzip		"Fri, 27 Jun 2025 16:19:44 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/lumineers/	2025-06-27 11:19:44
https://www.aleexandriadentalhealth.com/crooked-teeth/headache-therapy/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.127						2.0		gzip		"Fri, 27 Jun 2025 16:19:44 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/headache-therapy/	2025-06-27 11:19:44
https://www.aleexandriadentalhealth.com/crooked-teeth/gum-disease-treatment/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.235						2.0		gzip		"Fri, 27 Jun 2025 16:19:46 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/gum-disease-treatment/	2025-06-27 11:19:46
https://www.aleexandriadentalhealth.com/crooked-teeth/healthcare-disclaimer/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		2	2	0	0.99	0	0	0	0	0	0						0.144						2.0		gzip		"Fri, 27 Jun 2025 16:19:47 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/healthcare-disclaimer/	2025-06-27 11:19:47
https://www.aleexandriadentalhealth.com/crooked-teeth/dental-cleanings/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.161						2.0		gzip		"Fri, 27 Jun 2025 16:19:48 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/dental-cleanings/	2025-06-27 11:19:48
https://www.aleexandriadentalhealth.com/crooked-teeth/special/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		6	2	0	0.99	0	0	0	0	0	0						0.088						2.0		gzip		"Fri, 27 Jun 2025 16:19:48 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/special/	2025-06-27 11:19:48
https://www.aleexandriadentalhealth.com/crooked-teeth/functional-orthodontics/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.146						2.0		gzip		"Fri, 27 Jun 2025 16:19:48 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/functional-orthodontics/	2025-06-27 11:19:48
https://www.aleexandriadentalhealth.com/crooked-teeth/dental-cavities-solutions/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.115						2.0		gzip		"Fri, 27 Jun 2025 16:19:47 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/dental-cavities-solutions/	2025-06-27 11:19:47
https://www.aleexandriadentalhealth.com/crooked-teeth/tooth-pain/	Title - Empty	text/html; charset=iso-8859-1	404		Non-Indexable	Client Error		0	0		0	0		0		0		0		0		0										264	392	392	0.152755736	A+	0					0	2	2		4	2	0	0.99	0	0	0	0	0	0						0.124						2.0		gzip		"Fri, 27 Jun 2025 16:19:47 GMT"		nginx	max-age=15768000; includeSubDomains	Accept-Encoding	nosniff													https://www.healyslaw.net/crooked-teeth/tooth-pain/	2025-06-27 11:19:47
